region_id,region_name,district_id,district_name,suburb_id,suburb_name
6,Manawatu / Wanganui,37,Wanganui,1742,Otamatea
6,Manawatu / Wanganui,37,Wanganui,1699,Parikino
6,Manawatu / Wanganui,37,Wanganui,1667,Putiki
6,Manawatu / Wanganui,37,Wanganui,1398,Rapanui
6,Manawatu / Wanganui,37,Wanganui,1741,Saint Johns Hill
6,Manawatu / Wanganui,37,Wanganui,2077,Springvale
6,Manawatu / Wanganui,37,Wanganui,1670,Tawhero
6,Manawatu / Wanganui,37,Wanganui,1673,Upokongaro
6,Manawatu / Wanganui,37,Wanganui,1664,Wanganui East
6,Manawatu / Wanganui,37,Wanganui,1743,Westmere
6,Manawatu / Wanganui,37,Wanganui,3408,Whangaehu
7,Marlborough,54,Kaikoura,2111,Kaikoura
7,Marlborough,54,Kaikoura,2204,Kekerengu
7,Marlborough,53,Marlborough,3319,Anakiwa 
7,Marlborough,53,Marlborough,3248,Awatere Valley
7,Marlborough,53,Marlborough,2226,Blenheim
7,Marlborough,53,Marlborough,3124,Dashwood
7,Marlborough,53,Marlborough,2224,Fairhall
7,Marlborough,53,Marlborough,2242,Grovetown
7,Marlborough,53,Marlborough,2195,Havelock
7,Marlborough,53,Marlborough,3126,Kenepuru Sounds
7,Marlborough,53,Marlborough,3249,Koromiko
7,Marlborough,53,Marlborough,2346,Linkwater
7,Marlborough,53,Marlborough,3041,Marlborough Sounds
7,Marlborough,53,Marlborough,3469,Mayfield
7,Marlborough,53,Marlborough,3459,North Bank
7,Marlborough,53,Marlborough,2193,Okaramio
7,Marlborough,53,Marlborough,3388,Okiwi Bay
7,Marlborough,53,Marlborough,3458,Onamalutu Valley
7,Marlborough,53,Marlborough,3128,Pelorus Sounds
7,Marlborough,53,Marlborough,2198,Picton
7,Marlborough,53,Marlborough,2284,Portage
7,Marlborough,53,Marlborough,3129,Queen Charlotte Sounds
7,Marlborough,53,Marlborough,2281,Rai Valley
7,Marlborough,53,Marlborough,2192,Rapaura
7,Marlborough,53,Marlborough,3268,Rarangi
7,Marlborough,53,Marlborough,3231,Redwood Village
7,Marlborough,53,Marlborough,3104,Redwoodtown
7,Marlborough,53,Marlborough,2225,Renwick
7,Marlborough,53,Marlborough,2241,Riverlands
7,Marlborough,53,Marlborough,3105,Riversdale
7,Marlborough,53,Marlborough,2223,Seddon
7,Marlborough,53,Marlborough,2200,Spring Creek
7,Marlborough,53,Marlborough,3111,Springlands
7,Marlborough,53,Marlborough,2196,Tennyson Inlet
7,Marlborough,53,Marlborough,2191,Tuamarina
7,Marlborough,53,Marlborough,2199,Waihopai Valley
7,Marlborough,53,Marlborough,2345,Waikawa
7,Marlborough,53,Marlborough,2605,Wairau Valley
7,Marlborough,53,Marlborough,2222,Ward
7,Marlborough,53,Marlborough,3119,Witherlea
7,Marlborough,53,Marlborough,2518,Woodbourne
8,Nelson / Tasman,52,Nelson,2401,Annesbrook
8,Nelson / Tasman,52,Nelson,3407,Appleby
8,Nelson / Tasman,52,Nelson,2318,Atawhai
8,Nelson / Tasman,52,Nelson,2316,Bishopdale
8,Nelson / Tasman,52,Nelson,2269,Britannia Heights
8,Nelson / Tasman,52,Nelson,3308,Cable Bay 
8,Nelson / Tasman,52,Nelson,2397,City Centre
8,Nelson / Tasman,52,Nelson,3292,Enner Glynn
8,Nelson / Tasman,52,Nelson,2527,Hira
8,Nelson / Tasman,52,Nelson,3293,Kaiteriteri
8,Nelson / Tasman,52,Nelson,2396,Maitai
8,Nelson / Tasman,52,Nelson,2231,Maitlands
8,Nelson / Tasman,52,Nelson,2319,Marybank
8,Nelson / Tasman,52,Nelson,3297,Monaco
8,Nelson / Tasman,52,Nelson,2402,Nayland
8,Nelson / Tasman,52,Nelson,3260,Nelson
8,Nelson / Tasman,52,Nelson,2395,Nelson East
8,Nelson / Tasman,52,Nelson,2398,Nelson South
8,Nelson / Tasman,52,Nelson,3299,Ngawhatu
8,Nelson / Tasman,52,Nelson,2270,Stepneyville
8,Nelson / Tasman,52,Nelson,2315,Stoke
8,Nelson / Tasman,52,Nelson,2400,Tahunanui
8,Nelson / Tasman,52,Nelson,3280,Tahunanui Hills
8,Nelson / Tasman,52,Nelson,2394,The Brook
8,Nelson / Tasman,52,Nelson,3304,The Glen
8,Nelson / Tasman,52,Nelson,2375,The Wood
8,Nelson / Tasman,52,Nelson,3398,Toi Toi
8,Nelson / Tasman,52,Nelson,2244,Wakapuaka
8,Nelson / Tasman,52,Nelson,2232,Wakatu
8,Nelson / Tasman,52,Nelson,3254,Washington Valley
8,Nelson / Tasman,52,Nelson,2601,Whangamoa
8,Nelson / Tasman,51,Tasman,3291,Aniseed Valley
8,Nelson / Tasman,51,Tasman,3460,Best Island
8,Nelson / Tasman,51,Tasman,2612,Brightwater
8,Nelson / Tasman,51,Tasman,2085,Collingwood
8,Nelson / Tasman,51,Tasman,3046,Golden Bay
8,Nelson / Tasman,51,Tasman,2562,Hope
8,Nelson / Tasman,51,Tasman,3439,Kaiteriteri
8,Nelson / Tasman,51,Tasman,3294,Kohatu
8,Nelson / Tasman,51,Tasman,2566,Korere
8,Nelson / Tasman,51,Tasman,3295,Lower Moutere
8,Nelson / Tasman,51,Tasman,3296,Mahana
8,Nelson / Tasman,51,Tasman,2133,Mapua
8,Nelson / Tasman,51,Tasman,3438,Marahau
8,Nelson / Tasman,51,Tasman,2089,Motueka
8,Nelson / Tasman,51,Tasman,3298,Motupiko
8,Nelson / Tasman,51,Tasman,2565,Murchison
8,Nelson / Tasman,51,Tasman,2087,Ngatimoti
8,Nelson / Tasman,51,Tasman,3300,Owen River
8,Nelson / Tasman,51,Tasman,3301,Patons Rock
8,Nelson / Tasman,51,Tasman,2570,Pohara
8,Nelson / Tasman,51,Tasman,2578,Rabbit Island
8,Nelson / Tasman,51,Tasman,3302,Redwood Valley
8,Nelson / Tasman,51,Tasman,2563,Richmond
8,Nelson / Tasman,51,Tasman,2803,Riwaka
8,Nelson / Tasman,51,Tasman,3303,Ruby Bay
8,Nelson / Tasman,51,Tasman,2157,Saint Arnaud
8,Nelson / Tasman,51,Tasman,2569,Takaka
8,Nelson / Tasman,51,Tasman,2564,Tapawera
8,Nelson / Tasman,51,Tasman,2131,Tasman
8,Nelson / Tasman,51,Tasman,2132,Upper Moutere
8,Nelson / Tasman,51,Tasman,2611,Wakefield
9,Northland,1,Far North,2129,Ahipara
9,Northland,1,Far North,1590,Awanui
9,Northland,1,Far North,1029,Broadwood
9,Northland,1,Far North,1923,Cable Bay
9,Northland,1,Far North,1499,Cape Reinga
9,Northland,1,Far North,3178,Cavalli Islands
9,Northland,1,Far North,1950,Coopers Beach
9,Northland,1,Far North,3309,Diggers Valley
9,Northland,1,Far North,3310,Fairburn
9,Northland,1,Far North,1953,Haruru
9,Northland,1,Far North,3179,Henderson Bay
9,Northland,1,Far North,1216,Herekino
9,Northland,1,Far North,2493,Hihi
9,Northland,1,Far North,3180,Hokianga
9,Northland,1,Far North,3181,Hokianga Harbour
9,Northland,1,Far North,2126,Horeke
9,Northland,1,Far North,1918,Houhora
9,Northland,1,Far North,1855,Kaeo
9,Northland,1,Far North,1531,Kaikohe
9,Northland,1,Far North,3182,Kaimaumau
9,Northland,1,Far North,1589,Kaingaroa
9,Northland,1,Far North,1591,Kaitaia
9,Northland,1,Far North,3183,Karetu
9,Northland,1,Far North,2495,Karikari Peninsula
9,Northland,1,Far North,1526,Kawakawa
9,Northland,1,Far North,1736,Kerikeri
9,Northland,1,Far North,1960,Kohukohu
9,Northland,1,Far North,3313,Koutu 
9,Northland,1,Far North,3437,Lake Ohia
9,Northland,1,Far North,1959,Mangamuka
9,Northland,1,Far North,3412,Mangatoetoe
9,Northland,1,Far North,1133,Mangonui
9,Northland,1,Far North,3184,Mitimiti
9,Northland,1,Far North,1957,Moerewa
9,Northland,1,Far North,3413,Motutangi
9,Northland,1,Far North,1917,Ngataki
9,Northland,1,Far North,1525,Ohaeawai
9,Northland,1,Far North,1523,Okaihau
9,Northland,1,Far North,3185,Omanaia
9,Northland,1,Far North,1530,Omapere
9,Northland,1,Far North,2496,Opononi
9,Northland,1,Far North,1952,Opua
9,Northland,1,Far North,1951,Paihia
9,Northland,1,Far North,3063,Pakaraka
9,Northland,1,Far North,1961,Pamapuria
9,Northland,1,Far North,1958,Panguru
9,Northland,1,Far North,1135,Paranui
9,Northland,1,Far North,1552,Peria
9,Northland,1,Far North,1919,Pukenui
9,Northland,1,Far North,2125,Pukepoto
9,Northland,1,Far North,3186,Rangiahua
9,Northland,1,Far North,3239,Rangiputa
9,Northland,1,Far North,1529,Rawene
9,Northland,1,Far North,1527,Russell
9,Northland,1,Far North,1528,Taheke
9,Northland,1,Far North,1922,Taipa
9,Northland,1,Far North,1215,Takahue
9,Northland,1,Far North,1705,Taupo Bay
9,Northland,1,Far North,3240,Tauranga Bay
9,Northland,1,Far North,2494,Tokerau Beach
9,Northland,1,Far North,1592,Totara North
9,Northland,1,Far North,1192,Towai
9,Northland,1,Far North,1194,Victoria Valley
9,Northland,1,Far North,1921,Waiharara
9,Northland,1,Far North,3187,Waimamaku
9,Northland,1,Far North,3259,Waimate North
9,Northland,1,Far North,1735,Waipapa
9,Northland,1,Far North,3311,Waipapakauri
9,Northland,1,Far North,3188,Whangape Harbour
9,Northland,1,Far North,1593,Whangaroa
9,Northland,1,Far North,3436,Whatuwhiwhi
9,Northland,1,Far North,3312,Whirinaki 
9,Northland,3,Kaipara,1494,Aranga
9,Northland,3,Kaipara,3056,Arapohue
9,Northland,3,Kaipara,1551,Baylys Beach
9,Northland,3,Kaipara,1862,Dargaville
9,Northland,3,Kaipara,1571,Kaiwaka
9,Northland,3,Kaipara,934,Kellys Bay
9,Northland,3,Kaipara,1453,Mangawhai
9,Northland,3,Kaipara,1454,Mangawhai Heads
9,Northland,3,Kaipara,1863,Mangawhare
9,Northland,3,Kaipara,1866,Matakohe
9,Northland,3,Kaipara,1739,Maungaturoto
9,Northland,3,Kaipara,3241,Pahi
9,Northland,3,Kaipara,1835,Paparoa
9,Northland,3,Kaipara,1772,Pouto
9,Northland,3,Kaipara,1775,Ruawai
9,Northland,3,Kaipara,1706,Tangiteroria
9,Northland,3,Kaipara,1553,Tangowahine
9,Northland,3,Kaipara,1773,Te Kopuru
9,Northland,3,Kaipara,1774,Tinopai
9,Northland,3,Kaipara,3189,Waipoua
9,Northland,3,Kaipara,1867,Whakapirau
9,Northland,2,Whangarei,3449,Avenues
9,Northland,2,Whangarei,1813,Bream Bay
9,Northland,2,Whangarei,3055,Central Whangarei
9,Northland,2,Whangarei,1420,Glenbervie
9,Northland,2,Whangarei,1213,Helena Bay
9,Northland,2,Whangarei,1966,Hikurangi
9,Northland,2,Whangarei,3435,Horahora
9,Northland,2,Whangarei,1963,Hukerenui
9,Northland,2,Whangarei,1424,Kamo
9,Northland,2,Whangarei,1422,Kauri
9,Northland,2,Whangarei,1444,Kensington
9,Northland,2,Whangarei,3190,Kokopu
9,Northland,2,Whangarei,3399,Langs Beach
9,Northland,2,Whangarei,1882,Mairtown
9,Northland,2,Whangarei,1789,Mangapai
9,Northland,2,Whangarei,1791,Marsden Point
9,Northland,2,Whangarei,3147,Marua
9,Northland,2,Whangarei,3148,Matapouri
9,Northland,2,Whangarei,1811,Maungakaramea
9,Northland,2,Whangarei,1704,Maungatapere
9,Northland,2,Whangarei,1881,Maunu
9,Northland,2,Whangarei,3247,McLeod Bay
9,Northland,2,Whangarei,1554,Morningside
9,Northland,2,Whangarei,1003,Ngunguru
9,Northland,2,Whangarei,3140,Oakleigh
9,Northland,2,Whangarei,3127,Oakura Coast
9,Northland,2,Whangarei,3141,One Tree Point
9,Northland,2,Whangarei,1007,Onerahi
9,Northland,2,Whangarei,1744,Otaika
9,Northland,2,Whangarei,1443,Otangarei
9,Northland,2,Whangarei,1519,Parahaki
9,Northland,2,Whangarei,1006,Parua Bay
9,Northland,2,Whangarei,1005,Pataua
9,Northland,2,Whangarei,3142,Pataua North
9,Northland,2,Whangarei,3143,Pataua South
9,Northland,2,Whangarei,1575,Poroti
9,Northland,2,Whangarei,1555,Port Whangarei
9,Northland,2,Whangarei,1641,Portland
9,Northland,2,Whangarei,1429,Raumanga
9,Northland,2,Whangarei,3130,Regent
9,Northland,2,Whangarei,3472,Riponui
9,Northland,2,Whangarei,1880,Riverside
9,Northland,2,Whangarei,1792,Ruakaka
9,Northland,2,Whangarei,3108,Ruatangata
9,Northland,2,Whangarei,1546,Sherwood Rise
9,Northland,2,Whangarei,1879,Springs Flat
9,Northland,2,Whangarei,3113,Tamaterau
9,Northland,2,Whangarei,1425,Three Mile Bush
9,Northland,2,Whangarei,1442,Tikipunga
9,Northland,2,Whangarei,3191,Titoki
9,Northland,2,Whangarei,1451,Toetoe
9,Northland,2,Whangarei,1967,Tutukaka
9,Northland,2,Whangarei,1883,Vinetown
9,Northland,2,Whangarei,3315,Waikaraka
9,Northland,2,Whangarei,3316,Waikiekie
9,Northland,2,Whangarei,1812,Waiotira
9,Northland,2,Whangarei,1814,Waipu
9,Northland,2,Whangarei,1815,Waipu Cove
9,Northland,2,Whangarei,1964,Whakapara
9,Northland,2,Whangarei,1002,Whananaki
9,Northland,2,Whangarei,3246,Whangarei
9,Northland,2,Whangarei,1642,Whangarei Heads
9,Northland,2,Whangarei,1954,Whangaruru
9,Northland,2,Whangarei,1419,Whareora
9,Northland,2,Whangarei,1640,Whatitiri
9,Northland,2,Whangarei,1441,Whau Valley
9,Northland,2,Whangarei,3441,Wheki Valley
9,Northland,2,Whangarei,1657,Woodhill
10,Otago,69,Central Otago,2296,Alexandra
10,Otago,69,Central Otago,2297,Clyde
10,Otago,69,Central Otago,2298,Cromwell
10,Otago,69,Central Otago,1975,Ettrick
10,Otago,69,Central Otago,3381,Ida Valley
10,Otago,69,Central Otago,3461,Lauder
10,Otago,69,Central Otago,3462,Millers Flat
10,Otago,69,Central Otago,1729,Naseby
10,Otago,69,Central Otago,1676,Omakau
10,Otago,69,Central Otago,3448,Ophir
10,Otago,69,Central Otago,1679,Oturehua
10,Otago,69,Central Otago,1730,Ranfurly
10,Otago,69,Central Otago,1976,Roxburgh
10,Otago,69,Central Otago,1675,Tarras
10,Otago,69,Central Otago,1680,Wedderburn
10,Otago,72,Clutha,2106,Balclutha
10,Otago,72,Clutha,1587,Clinton
10,Otago,72,Clutha,2415,Kaitangata
10,Otago,72,Clutha,1900,Kaka Point
10,Otago,72,Clutha,1632,Lawrence
10,Otago,72,Clutha,1897,Milton
10,Otago,72,Clutha,1489,Owaka
10,Otago,72,Clutha,3387,Pounawea
10,Otago,72,Clutha,3344,Taieri Mouth
10,Otago,72,Clutha,1634,Tapanui
10,Otago,72,Clutha,1463,Taumata
10,Otago,72,Clutha,1631,Tuapeka Mouth
10,Otago,72,Clutha,2559,Waihola
10,Otago,72,Clutha,1588,Wairuna
10,Otago,72,Clutha,1462,Waiwera South
10,Otago,71,Dunedin,2012,Abbotsford
10,Otago,71,Dunedin,2288,Allanton
10,Otago,71,Dunedin,3031,Andersons Bay
10,Otago,71,Dunedin,1470,Aramoana
10,Otago,71,Dunedin,1808,Balaclava
10,Otago,71,Dunedin,1805,Belleknowes
10,Otago,71,Dunedin,1972,Berwick
10,Otago,71,Dunedin,1806,Bradford
10,Otago,71,Dunedin,2056,Brighton
10,Otago,71,Dunedin,3022,Broad Bay
10,Otago,71,Dunedin,2013,Brockville
10,Otago,71,Dunedin,1810,Calton Hill
10,Otago,71,Dunedin,1809,Caversham
10,Otago,71,Dunedin,3038,City Centre
10,Otago,71,Dunedin,1807,Clyde Hill
10,Otago,71,Dunedin,3023,Company Bay
10,Otago,71,Dunedin,2378,Concord
10,Otago,71,Dunedin,2011,Corstorphine
10,Otago,71,Dunedin,1988,Dalmore
10,Otago,71,Dunedin,3463,Doctors Point
10,Otago,71,Dunedin,3057,East Taieri
10,Otago,71,Dunedin,2070,Fairfield
10,Otago,71,Dunedin,2015,Glenleith
10,Otago,71,Dunedin,1947,Glenross
10,Otago,71,Dunedin,1903,Green Island
10,Otago,71,Dunedin,2014,Halfway Bush
10,Otago,71,Dunedin,971,Harington Point
10,Otago,71,Dunedin,1889,Harwood
10,Otago,71,Dunedin,1908,Helensburgh
10,Otago,71,Dunedin,2528,Henley
10,Otago,71,Dunedin,2017,Heyward Point
10,Otago,71,Dunedin,1825,Highcliff
10,Otago,71,Dunedin,1877,Hindon
10,Otago,71,Dunedin,1946,Kaikorai
10,Otago,71,Dunedin,3211,Kaikorai Valley
10,Otago,71,Dunedin,459,Karitane
10,Otago,71,Dunedin,1904,Kenmure
10,Otago,71,Dunedin,1907,Kensington
10,Otago,71,Dunedin,1832,Kew
10,Otago,71,Dunedin,2102,Kinmont Park
10,Otago,71,Dunedin,2016,Leith Valley
10,Otago,71,Dunedin,1987,Liberton
10,Otago,71,Dunedin,1944,Littlebourne
10,Otago,71,Dunedin,3362,Long Beach
10,Otago,71,Dunedin,3024,Macandrew Bay
10,Otago,71,Dunedin,3464,Maia
10,Otago,71,Dunedin,1942,Maori Hill
10,Otago,71,Dunedin,1906,Maryhill
10,Otago,71,Dunedin,1582,Maungatua
10,Otago,71,Dunedin,1844,Middlemarch
10,Otago,71,Dunedin,1905,Mornington
10,Otago,71,Dunedin,2103,Mosgiel
10,Otago,71,Dunedin,1720,Mount Mera
10,Otago,71,Dunedin,3386,Mt Cargill
10,Otago,71,Dunedin,1839,Musselburgh
10,Otago,71,Dunedin,2343,Normanby
10,Otago,71,Dunedin,3037,North Dunedin
10,Otago,71,Dunedin,2429,North East Valley
10,Otago,71,Dunedin,2104,North Taieri
10,Otago,71,Dunedin,1826,Ocean Grove
10,Otago,71,Dunedin,2068,Ocean View
10,Otago,71,Dunedin,1989,Opoho
10,Otago,71,Dunedin,3363,Osborne
10,Otago,71,Dunedin,3192,Otago Peninsula
10,Otago,71,Dunedin,969,Otakou
10,Otago,71,Dunedin,2433,Otokia
10,Otago,71,Dunedin,1585,Outram
10,Otago,71,Dunedin,2457,Pine Hill
10,Otago,71,Dunedin,2176,Port Chalmers
10,Otago,71,Dunedin,1887,Portobello
10,Otago,71,Dunedin,1490,Purakaunui
10,Otago,71,Dunedin,3032,Ravensbourne
10,Otago,71,Dunedin,3036,Roseneath
10,Otago,71,Dunedin,1945,Roslyn
10,Otago,71,Dunedin,3380,Saddle Hill
10,Otago,71,Dunedin,1469,Saint Clair
10,Otago,71,Dunedin,1949,Saint Clair Park
10,Otago,71,Dunedin,1831,Saint Kilda
10,Otago,71,Dunedin,3035,Saint Leonards
10,Otago,71,Dunedin,2209,Sawyers Bay
10,Otago,71,Dunedin,2289,Scroggs Hill
10,Otago,71,Dunedin,1747,Shiel Hill
10,Otago,71,Dunedin,3039,South Dunedin
10,Otago,71,Dunedin,1418,Tainui
10,Otago,71,Dunedin,3027,The Cove
10,Otago,71,Dunedin,2432,Waikouaiti
10,Otago,71,Dunedin,2430,Waitati
10,Otago,71,Dunedin,1941,Wakari
10,Otago,71,Dunedin,1427,Waldronville
10,Otago,71,Dunedin,458,Warrington
10,Otago,71,Dunedin,3028,Waverley
10,Otago,71,Dunedin,3274,Westgate
10,Otago,71,Dunedin,2069,Westwood
10,Otago,71,Dunedin,2344,Woodhaugh
10,Otago,70,Queenstown-Lakes,3193,Albert Town
10,Otago,70,Queenstown-Lakes,2330,Arrow Junction
10,Otago,70,Queenstown-Lakes,2329,Arrowtown
10,Otago,70,Queenstown-Lakes,1746,Arthurs Point
10,Otago,70,Queenstown-Lakes,1849,Boydtown
10,Otago,70,Queenstown-Lakes,2327,Cardrona
10,Otago,70,Queenstown-Lakes,3149,Closeburn
10,Otago,70,Queenstown-Lakes,2328,Crown Terrace
10,Otago,70,Queenstown-Lakes,3150,Dalefield
10,Otago,70,Queenstown-Lakes,1848,Fernhill
10,Otago,70,Queenstown-Lakes,953,Frankton
10,Otago,70,Queenstown-Lakes,1508,Gibbston
10,Otago,70,Queenstown-Lakes,2301,Glenorchy
10,Otago,70,Queenstown-Lakes,3151,Goldfield Heights
10,Otago,70,Queenstown-Lakes,3276,Jacks Point
10,Otago,70,Queenstown-Lakes,952,Kelvin Peninsula
10,Otago,70,Queenstown-Lakes,1510,Kingston
10,Otago,70,Queenstown-Lakes,2100,Lake Hawea
10,Otago,70,Queenstown-Lakes,3090,Lake Hayes
10,Otago,70,Queenstown-Lakes,2141,Lake Wakatipu
10,Otago,70,Queenstown-Lakes,1505,Lower Shotover
10,Otago,70,Queenstown-Lakes,3093,Luggate
10,Otago,70,Queenstown-Lakes,1725,Makarora
10,Otago,70,Queenstown-Lakes,1674,Queenstown East
10,Otago,70,Queenstown-Lakes,3145,Queenstown Hill
10,Otago,70,Queenstown-Lakes,1847,Sunshine Bay
10,Otago,70,Queenstown-Lakes,955,Town Centre
10,Otago,70,Queenstown-Lakes,2303,Wanaka
10,Otago,79,South Otago,3354,Stirling
10,Otago,68,Waitaki,3402,Alma
10,Otago,68,Waitaki,1931,Awamoko
10,Otago,68,Waitaki,1734,Dunback
10,Otago,68,Waitaki,2862,Duntroon
10,Otago,68,Waitaki,1754,Enfield
10,Otago,68,Waitaki,3442,Glenavy
10,Otago,68,Waitaki,2554,Hampden
10,Otago,68,Waitaki,2556,Herbert
10,Otago,68,Waitaki,47,Kakanui
10,Otago,68,Waitaki,2167,Kurow
10,Otago,68,Waitaki,3091,Lake Ohau
10,Otago,68,Waitaki,2368,Maheno
10,Otago,68,Waitaki,2479,Makikihi
10,Otago,68,Waitaki,2553,Moeraki
10,Otago,68,Waitaki,1688,Ngapara
10,Otago,68,Waitaki,2372,Oamaru
10,Otago,68,Waitaki,3097,Omarama
10,Otago,68,Waitaki,3059,Otematata
10,Otago,68,Waitaki,2519,Palmerston
10,Otago,68,Waitaki,2038,Pukeuri
10,Otago,68,Waitaki,2036,Sailors Cutting
10,Otago,68,Waitaki,2371,South Oamaru
10,Otago,68,Waitaki,2366,Taranui
10,Otago,68,Waitaki,3401,Totara
10,Otago,68,Waitaki,2334,Twizel
10,Otago,68,Waitaki,2373,Waiareka
10,Otago,68,Waitaki,3465,Waihemo
10,Otago,68,Waitaki,1727,Weston
10,Otago,68,Waitaki,3400,Windsor
11,Southland,78,Catlins,3237,Waikawa Valley
11,Southland,74,Gore,1985,Gore
11,Southland,74,Gore,2023,Mataura
11,Southland,75,Invercargill,3064,Appleby
11,Southland,75,Invercargill,3467,Ascot
11,Southland,75,Invercargill,3065,Avenal
11,Southland,75,Invercargill,2450,Bluff
11,Southland,75,Invercargill,2052,City Centre
11,Southland,75,Invercargill,2536,Clifton
11,Southland,75,Invercargill,3076,Georgetown
11,Southland,75,Invercargill,2532,Gladstone
11,Southland,75,Invercargill,2533,Glengarry
11,Southland,75,Invercargill,3078,Grasmere
11,Southland,75,Invercargill,3468,Hargest
11,Southland,75,Invercargill,3081,Hawthorndale
11,Southland,75,Invercargill,3082,Heidelberg
11,Southland,75,Invercargill,3373,Invercargill
11,Southland,75,Invercargill,2140,Kennington
11,Southland,75,Invercargill,2080,Kew
11,Southland,75,Invercargill,3088,Kingswell
11,Southland,75,Invercargill,3340,Lorneville
11,Southland,75,Invercargill,3416,Mabel Bush
11,Southland,75,Invercargill,1479,Makarewa
11,Southland,75,Invercargill,2413,Mataura Island
11,Southland,75,Invercargill,3152,Myross Bush
11,Southland,75,Invercargill,2537,Newfield
11,Southland,75,Invercargill,1480,Otatara
11,Southland,75,Invercargill,3153,Richmond
11,Southland,75,Invercargill,3136,Rosedale
11,Southland,75,Invercargill,3238,Roslyn Bush
11,Southland,75,Invercargill,3137,Strathern
11,Southland,75,Invercargill,2535,Tisbury
11,Southland,75,Invercargill,2534,Waikiwi
11,Southland,75,Invercargill,3474,Wallacetown
11,Southland,75,Invercargill,3475,Waverley
